area_type,availability,location,id,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Byadarahalli,12579,4,ETntsce,3500,3,3,425
Super built-up  Area,Ready To Move,Sonnenahalli,12580,3,AdtusAn,1550,3,1,50
Super built-up  Area,Ready To Move,Rajiv Nagar,12581,4,PuoodSk,2340,5,1,160
Super built-up  Area,19-Mar,Whitefield,12582,3,Prtates,1655,3,2,113
Super built-up  Area,19-Jan,Battarahalli,12583,3,PaontWa,2024,3,2,103
Built-up  Area,Ready To Move,Siddapura,12584,4,PrstaLa,3100,5,0,425
Super built-up  Area,Ready To Move,Jalahalli,12585,3,AFe 3Ph,1575,4,3,100
Super built-up  Area,18-Dec,Iblur Village,12586,3,DNionfl,1920,3,2,130
Built-up  Area,Ready To Move,Sarjapur  Road,12587,4,Adeatlm,6200,4,2,744
Super built-up  Area,Ready To Move,Kambipura,12588,3,Prrtht ,1082,2,1,55
Super built-up  Area,Ready To Move,BTM 2nd Stage,12589,3,Jancyva,1265,2,3,55
Super built-up  Area,Ready To Move,Kengeri Satellite Town KHB Apartment,12590,3,,1100,2,2,45
Plot  Area,Ready To Move,Margondanahalli,12591,2,,1160,2,1,65
Super built-up  Area,Ready To Move,Vittasandra,12592,2,Prlla C,1246,2,1,67.4
Super built-up  Area,19-Mar,Hosa Road,12593,1,Skume R,615,1,1,43.08
Super built-up  Area,Ready To Move,7th Phase JP Nagar,12594,2,Prhna S,1128,2,1,60
Super built-up  Area,Ready To Move,Tirumanahalli,12595,2,AmiewLa,1260,2,1,55
Super built-up  Area,Ready To Move,Bellandur,12596,3,OriewLa,1830,3,3,89.89
Super built-up  Area,Ready To Move,Sarjapur,12597,3,,1525,2,2,68
Super built-up  Area,18-Jan,Yelahanka,12598,1,Prensya,602,2,1,30
Built-up  Area,Ready To Move,Kumaraswami Layout,12599,7,,3000,4,2,400
Super built-up  Area,Ready To Move,Hegde Nagar,12600,3,Golmsn ,1835,3,3,89
Built-up  Area,Ready To Move,Kanakpura Road,12601,3,JRrnauv,1250,3,3,62.6
Plot  Area,Ready To Move,Subhash Nagar,12602,4,,1200,4,1,110
Super built-up  Area,Ready To Move,Murugeshpalya,12603,3,Vestas ,1855,3,3,96
Super built-up  Area,Ready To Move,Kanakpura Road,12604,3,JRrnauv,1450,3,3,60.91
Super built-up  Area,Ready To Move,Sarjapur  Road,12605,3,PraleSi,2089,3,2,148
Super built-up  Area,Ready To Move,Haralur Road,12606,3,NRowse ,1464,3,2,56
Plot  Area,Ready To Move,Banashankari Stage VI,12607,4,,4800,3,2,200
Built-up  Area,Ready To Move,Begur Road,12608,2,Dhalsh ,1200,2,2,44.73
Super built-up  Area,Ready To Move,Sarjapur,12609,2,Coa 3t ,1095,2,1,45
Plot  Area,Ready To Move,Ambedkar Nagar,12610,3,Thessrm,2900,3,2,297
Super built-up  Area,Ready To Move,BTM 2nd Stage,12611,3,Saarlth,2500,3,2,345
Built-up  Area,Ready To Move,Kothanur,12612,3,EiionCa,1170,3,2,80
Super built-up  Area,Ready To Move,6th Phase JP Nagar,12613,2,HMinebo,1280,2,1,88
Super built-up  Area,18-Jul,Rajaji Nagar,12614,2,Puwerun,1224,2,0,105
Built-up  Area,Ready To Move,Thanisandra,12615,3,Soitya ,1694,3,1,125
Super built-up  Area,Ready To Move,Electronic City,12616,2,KBityo ,825,2,1,30
Super built-up  Area,Ready To Move,Sarjapur  Road,12617,3,,1612,3,1,98.38
Super built-up  Area,18-Aug,Chandapura,12618,2,SunceEs,985,2,1,25.12
Super built-up  Area,Ready To Move,Murugeshpalya,12619,2,Sahtsi ,1175,2,2,75
Plot  Area,Ready To Move,Sunkadakatte,12620,1,,600,1,0,24
Built-up  Area,Ready To Move,Whitefield,12621,3,SneurGr,1740,3,3,85
Super built-up  Area,Ready To Move,Carmelaram,12622,3,DSensn ,1770,3,2,99
Plot  Area,Ready To Move,HAL 2nd Stage,12623,8,,1000,7,3,260
Super built-up  Area,18-Aug,Horamavu Agara,12624,2,S2ionrn,1090,2,1,46
Plot  Area,Ready To Move,Vasanth nagar,12625,6,,2295,3,0,650
Built-up  Area,Ready To Move,Whitefield,12626,5,,4144,5,1,331
Super built-up  Area,Ready To Move,Jogupalya,12627,3,Ranor M,1800,3,1,130
Super built-up  Area,Ready To Move,Jigani,12628,3,DLhtsan,1221,3,3,65
Super built-up  Area,18-Jun,8th Phase JP Nagar,12629,2,Maian M,1046,2,1,48
Super built-up  Area,Ready To Move,Uttarahalli,12630,3,Ayaya A,1290,2,3,56.12
Built-up  Area,18-Dec,Electronic City Phase II,12631,2,Sryalan,1065,2,1,30.76
Super built-up  Area,Ready To Move,Ambedkar Nagar,12632,3,SoechHa,1850,4,2,121
Super built-up  Area,Ready To Move,Battarahalli,12633,2,SraveHi,1097,2,1,49
Super built-up  Area,Ready To Move,Kalena Agrahara,12634,2,Mykyayi,1200,3,2,70
Super built-up  Area,Ready To Move,Varthur,12635,3,,2160,3,2,170
Super built-up  Area,18-May,Anekal,12636,2,Aavelis,1140,2,2,52
Super built-up  Area,Ready To Move,Thigalarapalya,12637,2,,1297,2,2,98
Super built-up  Area,Ready To Move,Padmanabhanagar,12638,2,Shers S,1150,2,0,50
Super built-up  Area,Ready To Move,Kuvempu Nagar,12639,2,,1375,2,1,45
Super built-up  Area,Ready To Move,Babusapalaya,12640,2,Veisear,1245,2,2,58
Super built-up  Area,18-Mar,Vasanth nagar,12641,4,Prian E,4750,6,1,948
Built-up  Area,Ready To Move,Nagarbhavi,12642,4,,1800,3,0,180
Super built-up  Area,Ready To Move,Brookefield,12643,3,Mapleer,1594,3,2,140
Plot  Area,Ready To Move,TC Palaya,12644,3,,1200,2,0,66
Super built-up  Area,18-Aug,Chandapura,12645,1,SunceEs,645,1,1,16.45
Super built-up  Area,20-Dec,Kanakpura Road,12646,2,PrarePa,700,2,2,36
Built-up  Area,Ready To Move,Rajaji Nagar,12647,5,,2500,4,0,650
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,12648,2,Arnis A,1000,2,0,50
Plot  Area,Ready To Move,Whitefield,12649,6,Adowslm,4000,5,1,540
Super built-up  Area,Ready To Move,Begur Road,12650,2,,1160,2,2,42
Plot  Area,Ready To Move,Uday Nagar,12651,6,,1200,6,0,85
Plot  Area,Ready To Move,OMBR Layout,12652,5,,600,3,0,140
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,12653,3,MJarlPe,1570,2,2,95
Super built-up  Area,Ready To Move,Sarjapur  Road,12654,2,Adeatlm,1290,2,2,88
Super built-up  Area,Ready To Move,Kudlu Gate,12655,2,,1200,2,1,44.4
Super built-up  Area,20-Apr,Langford Gardens,12656,3,Soond R,2777.29,5,2,649
Super built-up  Area,Ready To Move,Shanti Nagar,12657,3,VentsAp,2250,3,0,180
Built-up  Area,Ready To Move,Defence Colony,12658,2,Inshath,1270,2,,172
Super built-up  Area,Ready To Move,Akshayanagara East,12659,2,Prncyay,1145,2,2,44
Super built-up  Area,Ready To Move,Chikkabanavar,12660,3,,1320,2,2,46
Built-up  Area,18-Aug,Electronic City Phase II,12661,2,Sryalan,1065,2,1,30.75
Built-up  Area,18-Mar,Whitefield,12662,3,MKensi ,1650,3,2,48
Super built-up  Area,18-Apr,Sarjapur  Road,12663,2,PualeSk,1371,2,1,86
Built-up  Area,Ready To Move,Doddanakunte,12664,5,,2700,5,2,150
Super built-up  Area,Ready To Move,Electronic City,12665,3,Goty  E,1575,3,1,94.5
Super built-up  Area,18-Jan,Yelahanka,12666,2,Prensya,1362,2,2,66
Built-up  Area,18-Mar,Bettahalsoor,12667,5,Toainnt,3210,,,353
Super built-up  Area,Ready To Move,Haralur Road,12668,3,Ozensve,1255,3,1,90
Super built-up  Area,Ready To Move,Whitefield,12669,2,,925,2,1,35
Super built-up  Area,19-Dec,Electronics City Phase 1,12670,2,DSrry S,1088,2,1,30.46
Super built-up  Area,Ready To Move,Yelahanka,12671,2,NCowsar,1234,2,2,80
Super built-up  Area,Ready To Move,Sarjapur  Road,12672,3,PraleSi,2140,3,2,139
Super built-up  Area,Ready To Move,Thubarahalli,12673,3,ShdhiSa,1584,3,2,101
Super built-up  Area,Ready To Move,Whitefield,12674,2,BMttaor,1175,2,2,50
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,12675,3,,1555,3,3,52
Super built-up  Area,18-Jul,Chandapura,12676,1,SunceEs,645,1,1,16.45
Super built-up  Area,Ready To Move,Dodda Nekkundi,12677,3,Vandaac,1585,2,2,79
Super built-up  Area,Ready To Move,Kalena Agrahara,12678,2,,1354,2,2,71
Super built-up  Area,18-Jun,Madiwala,12679,2,,1165,2,2,45
Built-up  Area,Ready To Move,Kumaraswami Layout,12680,3,,1200,3,1,75
Super built-up  Area,Ready To Move,Hebbal,12681,3,Mahosya,1740,2,1,137
Plot  Area,Ready To Move,Hebbal,12681,9,,1200,9,,185
Super built-up  Area,20-Dec,Rachenahalli,12682,2,AsNowre,985,2,1,50.17
Plot  Area,18-Nov,Chandapura,12683,2,,1200,2,1,36
Plot  Area,Ready To Move,Kattigenahalli,12684,3,,600,4,2,70
Super built-up  Area,Ready To Move,Duddanahalli,12685,3,,1340,2,2,47
Super built-up  Area,20-Aug,Begur Road,12686,3,Pruthg ,1583,3,1,95.23
Plot  Area,Ready To Move,"Beml layout, Rajarajeshwari nagar",12687,4,,1200,5,,325
Plot  Area,Ready To Move,Basaveshwara Nagar,12688,2,,1200,1,1,180
Super built-up  Area,22-Dec,Bannerghatta Road,12689,2,PrarePa,1115,2,0,61.74
Super built-up  Area,17-Dec,Thanisandra,12690,3,Bhmesy ,1573,3,2,100
Super built-up  Area,18-Jan,CV Raman Nagar,12691,2,,1227,2,2,42.88
Super built-up  Area,Ready To Move,Yemlur,12692,2,Saensar,1210,2,1,60
Super built-up  Area,19-Feb,Basavangudi,12693,3,,1650,3,3,125
Plot  Area,Ready To Move,Chikkalasandra,12694,5,,1000,4,2,300
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,12695,3,Nencei ,1485,2,2,63
Super built-up  Area,Ready To Move,Haralur Road,12696,3,DSimaUl,1735,3,2,97
Super built-up  Area,Ready To Move,Hebbal Kempapura,12697,3,Goateds,1730,3,2,175
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,12698,3,Spngsin,1684,3,2,86
Super built-up  Area,Ready To Move,Sai Gardens,12699,3,Alivae ,1686,3,3,77
Super built-up  Area,Ready To Move,Bikasipura,12700,3,,1654,3,3,82
Built-up  Area,Ready To Move,Green Glen Layout,12701,3,Soionar,1600,3,3,105
Built-up  Area,Ready To Move,KR Puram,12702,2,,1100,2,1,39.9
Super built-up  Area,Ready To Move,Bannerghatta Road,12703,3,SNity S,1655,3,3,95
Super built-up  Area,Ready To Move,Hennur,12704,3,Bront A,1830,3,3,121
Super built-up  Area,18-Apr,Hebbal,12705,3,Arcia S,1430,3,1,85
Super built-up  Area,Ready To Move,Judicial Layout,12706,3,HRnyaAn,1989,4,3,155
Super built-up  Area,Ready To Move,Sarjapur  Road,12707,2,MamelKa,1044,2,2,55
Super built-up  Area,Ready To Move,Banashankari,12708,3,Sksia A,1426,3,2,85
Super built-up  Area,Ready To Move,Choodasandra,12709,2,GRhtiru,1115,2,2,50
Super built-up  Area,Ready To Move,Yelahanka,12710,2,Prdomt ,1000,2,1,29
Plot  Area,18-Jan,Kathriguppe,12711,2,,754,2,0,69.99
Built-up  Area,18-Dec,Electronic City Phase II,12712,2,Sryalan,1140,2,1,33.06
Super built-up  Area,Ready To Move,Kodichikkanahalli,12713,2,,900,2,1,35
Built-up  Area,Ready To Move,Gulakamale,12714,2,SLenssh,1200,2,3,50
Built-up  Area,Ready To Move,Malleshwaram,12715,1,Aaentpa,580,1,1,45
Plot  Area,Ready To Move,TC Palaya,12716,3,,1200,2,0,66
Super built-up  Area,18-Apr,Munnekollal,12717,2,Sadhii ,1030,2,1,50.36
Super built-up  Area,Ready To Move,Koramangala,12718,3,,1910,4,3,150
Super built-up  Area,Ready To Move,Mahalakshmi Puram,12719,3,SKthaAa,1950,3,3,132
Super built-up  Area,Ready To Move,Kundalahalli,12720,3,Dieldli,1724,3,1,125
Plot  Area,Ready To Move,Konanakunte Cross,12721,3,,1200,2,2,130
Plot  Area,Ready To Move,Rajaji Nagar,12722,2,,1314,2,0,225
Built-up  Area,Ready To Move,Kothanur,12723,2,Bisic C,1400,2,2,65
Super built-up  Area,Ready To Move,Kaggadasapura,12724,3,,1400,2,2,68
Super built-up  Area,Ready To Move,Hulimavu,12725,2,,1115,2,2,44.6
Built-up  Area,Ready To Move,Bharathi Nagar,12726,2,ReudePr,1300,2,2,55.86
Built-up  Area,Ready To Move,Arishinakunte,12727,4,,2400,4,1,150
Super built-up  Area,19-Jul,Kanakpura Road,12728,2,Soazak ,1332,2,1,108
Super built-up  Area,Ready To Move,Abbigere,12729,2,SLtias ,1000,2,1,41
Plot  Area,18-Dec,Whitefield,12730,3,,1200,3,2,67.75
Built-up  Area,Ready To Move,Whitefield,12730,4,,2444,4,,145
Super built-up  Area,Ready To Move,Electronic City,12731,2,GMown E,1070,2,1,48
Super built-up  Area,Ready To Move,Sarjapur  Road,12732,3,Reciale,1600,3,1,85
Super built-up  Area,Ready To Move,Marathahalli,12733,2,,1196,2,2,57.95
Super built-up  Area,Ready To Move,Electronic City,12734,2,GMown E,1025,2,1,54
Super built-up  Area,Ready To Move,Choodasandra,12735,3,GRhtiru,1220,3,2,56
Super built-up  Area,Ready To Move,Sarjapur  Road,12736,3,Adeatlm,2180,4,3,180
Super built-up  Area,Ready To Move,Jakkasandra,12737,3,LuntsAp,1600,3,2,102
Built-up  Area,Ready To Move,Whitefield,12738,2,Mithmn ,1270,2,1,110
Built-up  Area,Ready To Move,Shanthala Nagar,12739,3,,3290,4,,460
Super built-up  Area,22-May,Jakkur,12740,3,SoineC ,1932.47,3,2,183
Super built-up  Area,Ready To Move,Jalahalli,12741,3,Tahtsla,2086,3,2,160
Super built-up  Area,19-Dec,Old Madras Road,12742,2,SheldGr,1165,2,1,51.42
Super built-up  Area,Ready To Move,Marathahalli,12743,3,,1310,3,1,63.25
Super built-up  Area,Ready To Move,Rajaji Nagar,12744,2,Brway G,1440,2,2,165
Super built-up  Area,Ready To Move,Electronics City Phase 1,12745,3,,1900,3,2,85
Built-up  Area,Ready To Move,Chandapura,12746,2,KHityry,740,1,1,22
Super built-up  Area,Ready To Move,Yeshwanthpur,12747,3,IBityin,2503,3,3,138
Super built-up  Area,Ready To Move,5th Phase JP Nagar,12748,2,Mangsr ,1075,2,2,60
Super built-up  Area,18-Aug,Bellandur,12749,2,NiCodCa,1260,2,2,83.5
Super built-up  Area,Ready To Move,Yelahanka,12750,3,Pyikad ,1282,2,1,48.72
Built-up  Area,Ready To Move,Tumkur Road,12751,4,,1100,2,1,60
Super built-up  Area,Ready To Move,Green Glen Layout,12752,3,Soweray,1717,3,3,125
Super built-up  Area,18-May,Chellikere,12753,2,,1088,2,2,46
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,12754,3,Vaderla,1335,2,1,56
Super built-up  Area,Ready To Move,Vidyaranyapura,12755,2,Unentsi,1200,2,1,42
Super built-up  Area,Ready To Move,Garudachar Palya,12756,3,,1325,2,2,60
Super built-up  Area,Ready To Move,JP Nagar,12757,2,BSensth,1157,2,1,73
Super built-up  Area,21-Dec,KR Puram,12758,4,Moquach,2204,,,121
Super built-up  Area,Ready To Move,Sahakara Nagar,12759,2,,1200,2,1,54
Super built-up  Area,Ready To Move,Pai Layout,12760,3,Cemesal,1510,2,2,65
Super built-up  Area,Ready To Move,Bommanahalli,12761,2,Jaw 2 L,1050,2,2,54
Super built-up  Area,Ready To Move,Chikkadunnasandra,12762,2,Kr 10Ca,1200,2,2,45
Super built-up  Area,18-May,Binny Pete,12763,3,Shestlo,1516,3,1,147
Plot  Area,Ready To Move,Indira Nagar,12764,6,,2400,6,2,475
Super built-up  Area,18-Dec,Channasandra,12765,2,MVisear,1050,2,1,44.41
Plot  Area,Ready To Move,Hegde Nagar,12766,2,,1000,2,0,66
Super built-up  Area,18-Mar,9th Phase JP Nagar,12767,2,,1050,2,2,35
Plot  Area,Ready To Move,JP Nagar,12768,4,,600,5,,110
Super built-up  Area,Ready To Move,BEML Layout,12769,2,,1194,2,1,65
Plot  Area,Ready To Move,Ananth Nagar,12770,4,,600,3,2,62
Super built-up  Area,Ready To Move,Hormavu,12771,2,Cadel C,1210,2,3,69
Super built-up  Area,Ready To Move,Whitefield,12772,3,SuezeLa,1660,3,1,110
Super built-up  Area,Ready To Move,Malleshwaram,12773,2,Rintspa,1410,2,3,125
Super built-up  Area,18-Jun,Electronics City Phase 1,12774,2,Shitt S,1305,2,1,67
Built-up  Area,Ready To Move,Kavika Layout,12775,6,,1800,6,2,101
Built-up  Area,Ready To Move,Bannerghatta Road,12776,2,Malmser,1206,2,3,53
Super built-up  Area,Ready To Move,Kambipura,12777,2,Prrtht ,883,2,1,49
Super built-up  Area,Ready To Move,Bannerghatta Road,12778,2,Amarere,1150,2,2,55
Carpet  Area,Ready To Move,Dinnur,12779,2,Gaaran ,1100,2,,65
Super built-up  Area,Ready To Move,Banashankari Stage II,12780,2,,1245,2,1,125
Built-up  Area,Ready To Move,Cooke Town,12781,3,Sillaa ,1850,3,3,110
Built-up  Area,18-Mar,Hoodi,12782,4,,3385,4,1,220
Super built-up  Area,Ready To Move,Sompura,12783,4,Suiseit,2150,3,2,85
Super built-up  Area,Ready To Move,Hebbal,12784,3,RMudeat,3895,3,1,390
Super built-up  Area,17-Sep,Lingarajapuram,12785,2,,1035,2,2,55
Super built-up  Area,Ready To Move,Nandini Layout,12786,2,,600,3,2,72
Super built-up  Area,Ready To Move,Zuzuvadi,12787,3,,1200,3,3,75
Super built-up  Area,Ready To Move,Hennur Road,12788,2,Mileeou,1155,2,1,69.18
Plot  Area,Ready To Move,BCC Layout,12789,7,,1200,6,2,235
Super built-up  Area,Ready To Move,Electronics City Phase 1,12790,1,Shitt S,755,1,0,30.12
Built-up  Area,Ready To Move,Ramamurthy Nagar,12791,2,JHk 1en,960,2,2,35
Super built-up  Area,Ready To Move,Harsha Layout,12792,1,,450,1,1,20
Super built-up  Area,Ready To Move,Infantry Road,12793,5,,4000,5,,680
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,12794,3,GrrvaGr,1571,3,3,53.12
Super built-up  Area,Ready To Move,Sarjapur  Road,12795,3,Klark L,1691,3,2,119
Super built-up  Area,19-Dec,Kanakapura,12796,3,GoityEt,1489,2,1,70
Built-up  Area,Ready To Move,Kengeri Satellite Town,12797,2,Malowr ,800,2,1,32
Built-up  Area,Ready To Move,Jalahalli,12798,3,DSons S,980,2,2,60
Super built-up  Area,Ready To Move,Bannerghatta Road,12799,2,SNity S,1215,2,1,65
Super built-up  Area,Ready To Move,Electronic City Phase II,12800,2,,911,2,1,26.5
Super built-up  Area,Ready To Move,Bellandur,12801,3,Srure S,1535,3,,90
Plot  Area,Ready To Move,5th Block Hbr Layout,12802,5,,1200,5,,205
Super built-up  Area,Ready To Move,R.T. Nagar,12803,3,GModsNR,1500,2,1,70
Built-up  Area,Ready To Move,Brookefield,12804,2,ARnts A,1588,2,3,58
Plot  Area,Ready To Move,Horamavu Banaswadi,12805,4,,675,4,2,68
Built-up  Area,17-Sep,Kannamangala,12806,2,VBownre,957,2,2,56
Built-up  Area,18-Aug,Electronic City Phase II,12807,2,Sryalan,1200,2,1,34.65
Super built-up  Area,Ready To Move,Kanakapura main  Road,12808,3,,1495,2,2,52.33
Built-up  Area,Ready To Move,Bisuvanahalli,12809,2,Prityel,845,2,0,34
Built-up  Area,Ready To Move,Padmanabhanagar,12810,4,,3000,4,2,350
Super built-up  Area,Ready To Move,Sarjapur  Road,12811,3,SoniaEt,2206,4,1,180
Super built-up  Area,Ready To Move,Kasavanhalli,12812,2,,1181,2,1,61
Super built-up  Area,Ready To Move,Sarjapur  Road,12813,2,,1309,2,3,69.5
Built-up  Area,Ready To Move,Horamavu Agara,12814,3,,1400,3,3,63
Plot  Area,Ready To Move,B Channasandra,12815,5,,1650,5,1,450
Super built-up  Area,Ready To Move,Kanakpura Road,12816,3,PuandHi,1622,3,,95
Super built-up  Area,18-Apr,CV Raman Nagar,12817,2,,1225,2,2,48
Super built-up  Area,Ready To Move,Jakkur Plantation,12818,3,Reicace,1719,3,3,95
Super built-up  Area,Ready To Move,Abbigere,12819,2,SLtias ,995,2,1,40.8
Super built-up  Area,Ready To Move,Mahadevpura,12820,2,,1120,2,2,53
Super built-up  Area,Ready To Move,Bellandur,12821,2,Goner C,1047,2,1,75
Super built-up  Area,18-Apr,Devanahalli,12822,3,Sabixtt,1466,3,3,59.96
Super built-up  Area,18-Dec,Sarjapur  Road,12823,3,Klark L,1691,3,2,100
Super built-up  Area,20-Dec,Chandapura,12824,2,PavesGr,876,2,2,28.47
Super built-up  Area,18-May,CV Raman Nagar,12825,3,Pu270a ,1659,3,1,135
Super built-up  Area,Ready To Move,Whitefield,12826,2,BrlisCo,1270,2,1,105
Super built-up  Area,Ready To Move,8th Phase JP Nagar,12827,3,MBodsen,1269,2,3,50.75
Super built-up  Area,Ready To Move,Kammanahalli,12828,2,Suvasre,1200,3,2,80
Super built-up  Area,Ready To Move,Budigere,12829,2,PrityTr,1153,2,2,56.5
Super built-up  Area,Ready To Move,Whitefield,12830,2,CalanGo,1315,2,2,69.5
Plot  Area,Ready To Move,Hebbal Kempapura,12831,4,,2485,4,2,198
Super built-up  Area,Ready To Move,Tumkur Road,12832,3,Sahtsva,1354,3,1,85.86
Plot  Area,Ready To Move,Whitefield,12833,4,Enodsed,1344,3,1,130
Super built-up  Area,Ready To Move,Yelahanka,12834,2,PrrloMo,1180,2,1,55
Super built-up  Area,18-Apr,Jalahalli,12835,2,Cuohahi,1313,2,2,68
Super built-up  Area,Ready To Move,Nehru Nagar,12836,2,Veyalin,1100,2,2,50
Plot  Area,Ready To Move,Nagarbhavi,12837,4,,600,4,1,78
Built-up  Area,Ready To Move,Basaveshwara Nagar,12838,3,,1200,3,0,190
Plot  Area,Ready To Move,Srinagar,12839,6,,625,3,3,78
Super built-up  Area,Ready To Move,Vishwapriya Layout,12840,2,Prodsth,890,2,3,37
Super built-up  Area,20-Dec,Whitefield,12841,2,Oreldhi,1173,2,1,78.2
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,12842,2,Myhrie ,1190,2,1,55
Built-up  Area,Ready To Move,Green Glen Layout,12843,2,,1250,2,0,75
Super built-up  Area,19-Dec,Hoodi,12844,3,Caycend,1644,3,3,80.51
Plot  Area,Ready To Move,Yelahanka New Town,12845,3,,1740,3,2,150
Super built-up  Area,Ready To Move,Jakkur,12846,3,BrdgeNo,1710,3,2,110
Plot  Area,Ready To Move,5th Phase JP Nagar,12847,4,,1000,4,2,130
Super built-up  Area,18-Feb,Hebbal,12848,3,Prersis,1662,3,2,155
Super built-up  Area,Ready To Move,Virupakshapura,12849,2,Seamaha,1162,2,1,48
Super built-up  Area,Ready To Move,Whitefield,12850,2,,1362,2,3,85
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,12851,1,Prineth,540,1,1,22.5
Super built-up  Area,18-Nov,Thanisandra,12852,3,Bhe 2ko,1437,3,0,75.885
Plot  Area,Ready To Move,Masjid e Alkareem,12853,5,,900,4,1,62
Plot  Area,Ready To Move,Sarjapur  Road,12854,4,Saacesa,1250,4,,135
Super built-up  Area,Ready To Move,Begur Road,12855,3,Dhalsh ,1410,2,3,54.99
Plot  Area,Ready To Move,Chikka Tirupathi,12856,4,Theanmp,2665,5,3,125
Built-up  Area,Ready To Move,Singapura Village,12857,2,,970,2,0,45
Built-up  Area,Ready To Move,Kavika Layout,12858,6,,1799,6,3,101
Plot  Area,Ready To Move,8th Block Jayanagar,12859,6,,1500,6,1,300
Plot  Area,Ready To Move,Uttarahalli,12860,4,,1200,4,3,155
Super built-up  Area,18-Dec,Haralur Road,12861,3,SNnia E,1810,3,2,97.83
Super built-up  Area,Ready To Move,Sathya Layout,12862,2,,1084,2,1,51
Super built-up  Area,Ready To Move,Doddabanahalli,12863,3,,1500,3,2,85
Super built-up  Area,Ready To Move,Uttarahalli,12864,3,Aklia R,1328,2,1,56
Built-up  Area,Ready To Move,Marathahalli,12865,3,,1485,2,2,90
Super built-up  Area,Ready To Move,Pai Layout,12866,3,Saood S,1500,2,2,58
Super built-up  Area,Ready To Move,R.T. Nagar,12867,2,Shusehi,1100,2,2,85
Super built-up  Area,Ready To Move,Seetharampalya,12868,3,Dwntsli,1360,2,2,73
